============================================================================================== 
Warning! Mixing Conda and module environments may lead to corruption of the
user environment. 
We do not recommend users mixing those two environments unless absolutely
necessary. Note that 
SURF does not provide any support for Conda environment.
For more information, please refer to our software policy page:
https://servicedesk.surf.nl/wiki/display/WIKI/Software+policy+Snellius#SoftwarepolicySnellius-UseofAnacondaandMinicondaenvironmentsonSnellius 

Remember that many packages have already been installed on the system and can
be loaded using 
the 'module load <package__name>' command. If you are uncertain if a package is
already available 
on the system, please use 'module avail' or 'module spider' to search for it.
============================================================================================== 
building network of steps: 
[1, 2, 3, 4] 10
 ********************** Block 1  **********************
|		inScales 3 outScales 3 inChannels 16 outChannels 6		|

 ********************** Block 2  **********************
|		inScales 3 outScales 3 inChannels 22 outChannels 6		|

|		inScales 3 outScales 3 inChannels 28 outChannels 6		|

 ********************** Block 3  **********************
|		inScales 3 outScales 3 inChannels 34 outChannels 6		|

|		inScales 3 outScales 2 inChannels 40 outChannels 6		|
|		Transition layer inserted! (max), inChannels 46, outChannels 23	|

|		inScales 2 outScales 2 inChannels 23 outChannels 6		|

 ********************** Block 4  **********************
|		inScales 2 outScales 2 inChannels 29 outChannels 6		|

|		inScales 2 outScales 2 inChannels 35 outChannels 6		|

|		inScales 2 outScales 1 inChannels 41 outChannels 6		|
|		Transition layer inserted! (max), inChannels 47, outChannels 23	|

|		inScales 1 outScales 1 inChannels 23 outChannels 6		|

---------------------
FLOPs: 6.86M, Params: 0.30M
---------------------
FLOPs: 14.35M, Params: 0.65M
---------------------
FLOPs: 26.13M, Params: 1.02M
---------------------
FLOPs: 38.04M, Params: 1.42M
building network of steps: 
[1, 2, 3, 4] 10
 ********************** Block 1  **********************
|		inScales 3 outScales 3 inChannels 16 outChannels 6		|

 ********************** Block 2  **********************
|		inScales 3 outScales 3 inChannels 22 outChannels 6		|

|		inScales 3 outScales 3 inChannels 28 outChannels 6		|

 ********************** Block 3  **********************
|		inScales 3 outScales 3 inChannels 34 outChannels 6		|

|		inScales 3 outScales 2 inChannels 40 outChannels 6		|
|		Transition layer inserted! (max), inChannels 46, outChannels 23	|

|		inScales 2 outScales 2 inChannels 23 outChannels 6		|

 ********************** Block 4  **********************
|		inScales 2 outScales 2 inChannels 29 outChannels 6		|

|		inScales 2 outScales 2 inChannels 35 outChannels 6		|

|		inScales 2 outScales 1 inChannels 41 outChannels 6		|
|		Transition layer inserted! (max), inChannels 47, outChannels 23	|

|		inScales 1 outScales 1 inChannels 23 outChannels 6		|

Files already downloaded and verified
Files already downloaded and verified
Number of training samples:  50000
Number of test samples:  10000
!!!!!! Load train_set_index !!!!!!
Epoch: [0][1/704]	Time 1.479	Data 1.065	Loss 18.59	Acc@1 0.0	Acc@5 6.2
Epoch: [0][251/704]	Time 0.126	Data 0.005	Loss 16.24	Acc@1 14.1	Acc@5 23.4
Epoch: [0][261/704]	Time 0.125	Data 0.004	Loss 15.06	Acc@1 4.7	Acc@5 29.7
Epoch: [0][271/704]	Time 0.125	Data 0.004	Loss 16.21	Acc@1 7.8	Acc@5 17.2
Epoch: [0][281/704]	Time 0.125	Data 0.004	Loss 15.51	Acc@1 7.8	Acc@5 29.7
Epoch: [0][291/704]	Time 0.125	Data 0.004	Loss 15.64	Acc@1 10.9	Acc@5 28.1
Epoch: [0][301/704]	Time 0.125	Data 0.004	Loss 15.88	Acc@1 6.2	Acc@5 25.0
Epoch: [0][311/704]	Time 0.124	Data 0.004	Loss 15.01	Acc@1 7.8	Acc@5 21.9
Epoch: [0][321/704]	Time 0.124	Data 0.004	Loss 15.15	Acc@1 12.5	Acc@5 32.8
Epoch: [0][331/704]	Time 0.124	Data 0.003	Loss 15.74	Acc@1 4.7	Acc@5 34.4
Epoch: [0][341/704]	Time 0.124	Data 0.003	Loss 13.80	Acc@1 7.8	Acc@5 42.2
Epoch: [0][351/704]	Time 0.124	Data 0.003	Loss 14.63	Acc@1 12.5	Acc@5 45.3
Epoch: [0][361/704]	Time 0.124	Data 0.003	Loss 14.65	Acc@1 17.2	Acc@5 31.2
Epoch: [0][371/704]	Time 0.124	Data 0.003	Loss 14.90	Acc@1 12.5	Acc@5 37.5
Epoch: [0][381/704]	Time 0.124	Data 0.003	Loss 14.95	Acc@1 17.2	Acc@5 32.8
Epoch: [0][391/704]	Time 0.124	Data 0.003	Loss 14.16	Acc@1 10.9	Acc@5 37.5
Epoch: [0][401/704]	Time 0.123	Data 0.003	Loss 15.38	Acc@1 9.4	Acc@5 34.4
Epoch: [0][411/704]	Time 0.123	Data 0.003	Loss 14.52	Acc@1 14.1	Acc@5 39.1
Epoch: [0][421/704]	Time 0.123	Data 0.003	Loss 15.18	Acc@1 9.4	Acc@5 34.4
Epoch: [0][431/704]	Time 0.123	Data 0.003	Loss 14.52	Acc@1 14.1	Acc@5 40.6
Epoch: [0][441/704]	Time 0.123	Data 0.003	Loss 13.89	Acc@1 17.2	Acc@5 42.2
Epoch: [0][451/704]	Time 0.123	Data 0.003	Loss 14.16	Acc@1 14.1	Acc@5 35.9
Epoch: [0][461/704]	Time 0.123	Data 0.003	Loss 14.02	Acc@1 14.1	Acc@5 35.9
Epoch: [0][471/704]	Time 0.123	Data 0.003	Loss 15.24	Acc@1 4.7	Acc@5 37.5
Epoch: [0][481/704]	Time 0.123	Data 0.002	Loss 15.09	Acc@1 7.8	Acc@5 39.1
Epoch: [0][491/704]	Time 0.123	Data 0.002	Loss 15.07	Acc@1 7.8	Acc@5 34.4
Epoch: [0][501/704]	Time 0.123	Data 0.002	Loss 13.26	Acc@1 18.8	Acc@5 48.4
Epoch: [0][511/704]	Time 0.123	Data 0.002	Loss 13.32	Acc@1 18.8	Acc@5 42.2
Epoch: [0][521/704]	Time 0.123	Data 0.002	Loss 15.61	Acc@1 12.5	Acc@5 31.2
Epoch: [0][531/704]	Time 0.123	Data 0.002	Loss 13.47	Acc@1 18.8	Acc@5 43.8
Epoch: [0][541/704]	Time 0.122	Data 0.002	Loss 14.81	Acc@1 14.1	Acc@5 32.8
Epoch: [0][551/704]	Time 0.122	Data 0.002	Loss 14.90	Acc@1 12.5	Acc@5 37.5
Epoch: [0][561/704]	Time 0.122	Data 0.002	Loss 14.95	Acc@1 9.4	Acc@5 32.8
Epoch: [0][571/704]	Time 0.122	Data 0.002	Loss 14.35	Acc@1 15.6	Acc@5 42.2
Epoch: [0][581/704]	Time 0.122	Data 0.002	Loss 14.49	Acc@1 15.6	Acc@5 46.9
Epoch: [0][591/704]	Time 0.122	Data 0.002	Loss 13.80	Acc@1 12.5	Acc@5 40.6
Epoch: [0][601/704]	Time 0.122	Data 0.002	Loss 14.16	Acc@1 12.5	Acc@5 37.5
Epoch: [0][611/704]	Time 0.122	Data 0.002	Loss 14.72	Acc@1 17.2	Acc@5 37.5
Epoch: [0][621/704]	Time 0.122	Data 0.002	Loss 13.50	Acc@1 17.2	Acc@5 48.4
Epoch: [0][631/704]	Time 0.122	Data 0.002	Loss 14.20	Acc@1 14.1	Acc@5 43.8
Epoch: [0][641/704]	Time 0.122	Data 0.002	Loss 15.17	Acc@1 14.1	Acc@5 37.5
Epoch: [0][651/704]	Time 0.122	Data 0.002	Loss 14.49	Acc@1 9.4	Acc@5 43.8
Epoch: [0][661/704]	Time 0.122	Data 0.002	Loss 13.53	Acc@1 20.3	Acc@5 42.2
Epoch: [0][671/704]	Time 0.122	Data 0.002	Loss 13.28	Acc@1 12.5	Acc@5 40.6
Epoch: [0][681/704]	Time 0.122	Data 0.002	Loss 14.68	Acc@1 17.2	Acc@5 35.9
Epoch: [0][691/704]	Time 0.122	Data 0.002	Loss 13.96	Acc@1 18.8	Acc@5 40.6
Epoch: [0][701/704]	Time 0.122	Data 0.002	Loss 13.91	Acc@1 12.5	Acc@5 40.6
Epoch: [1/79]	Time 0.096	Data 0.079	Loss 14.9800	Acc@1 14.0625	Acc@5 34.3750
Epoch: [11/79]	Time 0.023	Data 0.011	Loss 13.9546	Acc@1 17.1875	Acc@5 39.0625
Epoch: [21/79]	Time 0.020	Data 0.007	Loss 12.9381	Acc@1 18.7500	Acc@5 48.4375
Epoch: [31/79]	Time 0.019	Data 0.006	Loss 15.0950	Acc@1 9.3750	Acc@5 39.0625
Epoch: [41/79]	Time 0.018	Data 0.006	Loss 13.1473	Acc@1 31.2500	Acc@5 46.8750
Epoch: [51/79]	Time 0.018	Data 0.006	Loss 14.7085	Acc@1 10.9375	Acc@5 32.8125
Epoch: [61/79]	Time 0.018	Data 0.005	Loss 12.6813	Acc@1 21.8750	Acc@5 50.0000
Epoch: [71/79]	Time 0.018	Data 0.005	Loss 13.6282	Acc@1 18.7500	Acc@5 48.4375
 * prec@1 16.680 prec@5 42.400
 * prec@1 16.760 prec@5 44.000
 * prec@1 16.780 prec@5 43.580
 * prec@1 15.140 prec@5 41.820
New best validation last_bloc_accuracy 15.14
Namespace(MIE=False, arch='msdnet', base=1, batch_size=64, bnFactor=[1, 2, 4], bottleneck=True, compute_only_laplace=False, data='cifar100', data_root='./CIFAR100/', decay_rate=0.1, epochs=300, evalmode=None, evaluate_from=None, gpu=None, grFactor=[1, 2, 4], growthRate=6, laplace=False, laplace_temperature=1.0, lr=0.1, lr_type='multistep', momentum=0.9, nBlocks=4, nChannels=16, nScales=3, n_flops=[6859876.0, 14350024.0, 26127404.0, 38042768.0], n_mc_samples=1, num_classes=100, optimize_temperature=False, optimize_var0=False, optimizer='sgd', print_freq=10, prune='max', reduction=0.5, resume=None, save='./MSDNet/cifar100_4', seed=0, splits=['train', 'val', 'test'], start_epoch=0, step=1, stepmode='lin_grow', temperature=1.0, use_valid=True, var0=2.0, weight_decay=0.0001, workers=1)
=> saving checkpoint './MSDNet/cifar100_4/save_models/checkpoint_000.pth.tar'
=> saved checkpoint './MSDNet/cifar100_4/save_models/checkpoint_000.pth.tar'
Epoch: [1][1/704]	Time 0.295	Data 0.121	Loss 14.00	Acc@1 20.3	Acc@5 39.1
Epoch: [1][11/704]	Time 0.136	Data 0.011	Loss 14.65	Acc@1 14.1	Acc@5 28.1
Epoch: [1][21/704]	Time 0.128	Data 0.006	Loss 13.63	Acc@1 17.2	Acc@5 40.6
Epoch: [1][31/704]	Time 0.126	Data 0.004	Loss 13.40	Acc@1 20.3	Acc@5 45.3
Epoch: [1][41/704]	Time 0.124	Data 0.003	Loss 13.40	Acc@1 12.5	Acc@5 46.9
Epoch: [1][51/704]	Time 0.123	Data 0.003	Loss 13.40	Acc@1 18.8	Acc@5 50.0
Epoch: [1][61/704]	Time 0.123	Data 0.002	Loss 13.26	Acc@1 14.1	Acc@5 46.9
Epoch: [1][71/704]	Time 0.123	Data 0.002	Loss 13.28	Acc@1 21.9	Acc@5 46.9
Epoch: [1][81/704]	Time 0.123	Data 0.002	Loss 13.21	Acc@1 17.2	Acc@5 48.4
Epoch: [1][91/704]	Time 0.122	Data 0.002	Loss 13.48	Acc@1 12.5	Acc@5 50.0
Epoch: [1][101/704]	Time 0.122	Data 0.002	Loss 14.41	Acc@1 20.3	Acc@5 39.1
Epoch: [1][111/704]	Time 0.122	Data 0.001	Loss 12.59	Acc@1 21.9	Acc@5 56.2
Epoch: [1][121/704]	Time 0.122	Data 0.001	Loss 13.36	Acc@1 18.8	Acc@5 43.8
Epoch: [1][131/704]	Time 0.122	Data 0.001	Loss 12.84	Acc@1 10.9	Acc@5 43.8
Epoch: [1][141/704]	Time 0.122	Data 0.001	Loss 13.42	Acc@1 20.3	Acc@5 45.3
Epoch: [1][151/704]	Time 0.121	Data 0.001	Loss 13.43	Acc@1 21.9	Acc@5 54.7
Epoch: [1][161/704]	Time 0.121	Data 0.001	Loss 13.97	Acc@1 17.2	Acc@5 42.2
Epoch: [1][171/704]	Time 0.121	Data 0.001	Loss 13.39	Acc@1 14.1	Acc@5 43.8
Epoch: [1][181/704]	Time 0.121	Data 0.001	Loss 14.67	Acc@1 14.1	Acc@5 40.6
Epoch: [1][191/704]	Time 0.121	Data 0.001	Loss 12.78	Acc@1 12.5	Acc@5 53.1
Epoch: [1][201/704]	Time 0.121	Data 0.001	Loss 12.56	Acc@1 23.4	Acc@5 51.6
Epoch: [1][211/704]	Time 0.121	Data 0.001	Loss 12.86	Acc@1 15.6	Acc@5 48.4
Epoch: [1][221/704]	Time 0.121	Data 0.001	Loss 13.26	Acc@1 12.5	Acc@5 42.2
Epoch: [1][231/704]	Time 0.121	Data 0.001	Loss 12.64	Acc@1 25.0	Acc@5 48.4
Epoch: [1][241/704]	Time 0.121	Data 0.001	Loss 13.70	Acc@1 12.5	Acc@5 42.2
Epoch: [1][251/704]	Time 0.121	Data 0.001	Loss 13.05	Acc@1 21.9	Acc@5 53.1
Epoch: [1][261/704]	Time 0.121	Data 0.001	Loss 13.10	Acc@1 23.4	Acc@5 37.5
Epoch: [1][271/704]	Time 0.121	Data 0.001	Loss 12.39	Acc@1 18.8	Acc@5 59.4
Epoch: [1][281/704]	Time 0.121	Data 0.001	Loss 12.87	Acc@1 25.0	Acc@5 50.0
Epoch: [1][291/704]	Time 0.121	Data 0.001	Loss 13.75	Acc@1 18.8	Acc@5 45.3
Epoch: [1][301/704]	Time 0.121	Data 0.001	Loss 12.86	Acc@1 14.1	Acc@5 54.7
Epoch: [1][311/704]	Time 0.121	Data 0.001	Loss 12.39	Acc@1 17.2	Acc@5 48.4
Epoch: [1][321/704]	Time 0.121	Data 0.001	Loss 13.49	Acc@1 10.9	Acc@5 40.6
Epoch: [1][331/704]	Time 0.121	Data 0.001	Loss 11.75	Acc@1 25.0	Acc@5 60.9
Epoch: [1][341/704]	Time 0.121	Data 0.001	Loss 12.14	Acc@1 28.1	Acc@5 54.7
Epoch: [1][351/704]	Time 0.121	Data 0.001	Loss 11.74	Acc@1 28.1	Acc@5 60.9
Epoch: [1][361/704]	Time 0.121	Data 0.001	Loss 13.62	Acc@1 14.1	Acc@5 46.9
Epoch: [1][371/704]	Time 0.121	Data 0.001	Loss 12.28	Acc@1 18.8	Acc@5 56.2
Epoch: [1][381/704]	Time 0.121	Data 0.001	Loss 12.24	Acc@1 21.9	Acc@5 56.2
Epoch: [1][391/704]	Time 0.121	Data 0.001	Loss 12.77	Acc@1 17.2	Acc@5 59.4
Epoch: [1][401/704]	Time 0.121	Data 0.001	Loss 12.54	Acc@1 17.2	Acc@5 54.7
Epoch: [1][411/704]	Time 0.121	Data 0.001	Loss 12.43	Acc@1 15.6	Acc@5 53.1
Epoch: [1][421/704]	Time 0.121	Data 0.001	Loss 11.60	Acc@1 31.2	Acc@5 64.1
Epoch: [1][431/704]	Time 0.121	Data 0.001	Loss 12.18	Acc@1 28.1	Acc@5 50.0
Epoch: [1][441/704]	Time 0.121	Data 0.001	Loss 13.73	Acc@1 15.6	Acc@5 51.6
Epoch: [1][451/704]	Time 0.121	Data 0.001	Loss 12.64	Acc@1 15.6	Acc@5 57.8
Epoch: [1][461/704]	Time 0.121	Data 0.001	Loss 13.84	Acc@1 20.3	Acc@5 50.0
Epoch: [1][471/704]	Time 0.121	Data 0.001	Loss 13.40	Acc@1 21.9	Acc@5 48.4
Epoch: [1][481/704]	Time 0.121	Data 0.001	Loss 11.99	Acc@1 23.4	Acc@5 59.4
Epoch: [1][491/704]	Time 0.121	Data 0.001	Loss 12.26	Acc@1 20.3	Acc@5 57.8
Epoch: [1][501/704]	Time 0.121	Data 0.001	Loss 12.69	Acc@1 21.9	Acc@5 53.1
Epoch: [1][511/704]	Time 0.121	Data 0.001	Loss 11.41	Acc@1 31.2	Acc@5 68.8
Epoch: [1][521/704]	Time 0.121	Data 0.001	Loss 12.93	Acc@1 23.4	Acc@5 50.0
Epoch: [1][531/704]	Time 0.121	Data 0.001	Loss 13.26	Acc@1 21.9	Acc@5 43.8
Epoch: [1][541/704]	Time 0.121	Data 0.001	Loss 12.09	Acc@1 28.1	Acc@5 54.7
Epoch: [1][551/704]	Time 0.121	Data 0.001	Loss 12.96	Acc@1 18.8	Acc@5 50.0
Epoch: [1][561/704]	Time 0.121	Data 0.001	Loss 11.97	Acc@1 21.9	Acc@5 53.1
Epoch: [1][571/704]	Time 0.121	Data 0.001	Loss 12.32	Acc@1 20.3	Acc@5 53.1
Epoch: [1][581/704]	Time 0.121	Data 0.001	Loss 11.20	Acc@1 34.4	Acc@5 62.5
Epoch: [1][591/704]	Time 0.121	Data 0.001	Loss 11.75	Acc@1 28.1	Acc@5 56.2
Epoch: [1][601/704]	Time 0.121	Data 0.001	Loss 11.55	Acc@1 35.9	Acc@5 62.5
Epoch: [1][611/704]	Time 0.121	Data 0.001	Loss 11.42	Acc@1 23.4	Acc@5 56.2
Epoch: [1][621/704]	Time 0.121	Data 0.001	Loss 11.81	Acc@1 23.4	Acc@5 57.8
Epoch: [1][631/704]	Time 0.121	Data 0.001	Loss 13.47	Acc@1 20.3	Acc@5 45.3
Epoch: [1][641/704]	Time 0.121	Data 0.001	Loss 12.13	Acc@1 18.8	Acc@5 53.1
Epoch: [1][651/704]	Time 0.121	Data 0.001	Loss 12.44	Acc@1 18.8	Acc@5 48.4
Epoch: [1][661/704]	Time 0.121	Data 0.001	Loss 11.77	Acc@1 28.1	Acc@5 54.7
Epoch: [1][671/704]	Time 0.121	Data 0.001	Loss 11.61	Acc@1 29.7	Acc@5 60.9
Epoch: [1][681/704]	Time 0.121	Data 0.001	Loss 11.51	Acc@1 37.5	Acc@5 59.4
Epoch: [1][691/704]	Time 0.121	Data 0.001	Loss 13.41	Acc@1 17.2	Acc@5 46.9
Epoch: [1][701/704]	Time 0.121	Data 0.001	Loss 11.84	Acc@1 32.8	Acc@5 50.0
Epoch: [1/79]	Time 0.101	Data 0.086	Loss 11.8460	Acc@1 29.6875	Acc@5 57.8125
Epoch: [11/79]	Time 0.024	Data 0.011	Loss 11.9591	Acc@1 28.1250	Acc@5 54.6875
Epoch: [21/79]	Time 0.020	Data 0.008	Loss 11.9126	Acc@1 23.4375	Acc@5 57.8125
Epoch: [31/79]	Time 0.019	Data 0.007	Loss 11.3969	Acc@1 26.5625	Acc@5 59.3750
Epoch: [41/79]	Time 0.019	Data 0.006	Loss 11.8026	Acc@1 32.8125	Acc@5 56.2500
Epoch: [51/79]	Time 0.018	Data 0.006	Loss 11.7269	Acc@1 18.7500	Acc@5 57.8125
Epoch: [61/79]	Time 0.018	Data 0.005	Loss 13.6136	Acc@1 23.4375	Acc@5 45.3125
Epoch: [71/79]	Time 0.018	Data 0.005	Loss 13.1931	Acc@1 9.3750	Acc@5 43.7500
 * prec@1 21.360 prec@5 51.280
 * prec@1 22.180 prec@5 52.760
 * prec@1 23.180 prec@5 53.780
 * prec@1 22.620 prec@5 53.220
New best validation last_bloc_accuracy 22.62
Namespace(MIE=False, arch='msdnet', base=1, batch_size=64, bnFactor=[1, 2, 4], bottleneck=True, compute_only_laplace=False, data='cifar100', data_root='./CIFAR100/', decay_rate=0.1, epochs=300, evalmode=None, evaluate_from=None, gpu=None, grFactor=[1, 2, 4], growthRate=6, laplace=False, laplace_temperature=1.0, lr=0.1, lr_type='multistep', momentum=0.9, nBlocks=4, nChannels=16, nScales=3, n_flops=[6859876.0, 14350024.0, 26127404.0, 38042768.0], n_mc_samples=1, num_classes=100, optimize_temperature=False, optimize_var0=False, optimizer='sgd', print_freq=10, prune='max', reduction=0.5, resume=None, save='./MSDNet/cifar100_4', seed=0, splits=['train', 'val', 'test'], start_epoch=0, step=1, stepmode='lin_grow', temperature=1.0, use_valid=True, var0=2.0, weight_decay=0.0001, workers=1)
=> saving checkpoint './MSDNet/cifar100_4/save_models/checkpoint_001.pth.tar'
=> saved checkpoint './MSDNet/cifar100_4/save_models/checkpoint_001.pth.tar'
Epoch: [2][1/704]	Time 0.331	Data 0.165	Loss 10.91	Acc@1 32.8	Acc@5 65.6
Epoch: [2][11/704]	Time 0.139	Data 0.015	Loss 13.44	Acc@1 18.8	Acc@5 50.0
Epoch: [2][21/704]	Time 0.130	Data 0.008	Loss 11.70	Acc@1 21.9	Acc@5 60.9
Epoch: [2][31/704]	Time 0.127	Data 0.006	Loss 10.31	Acc@1 35.9	Acc@5 67.2
Epoch: [2][41/704]	Time 0.125	Data 0.004	Loss 11.27	Acc@1 37.5	Acc@5 64.1
Epoch: [2][51/704]	Time 0.124	Data 0.004	Loss 11.28	Acc@1 29.7	Acc@5 53.1
Epoch: [2][61/704]	Time 0.123	Data 0.003	Loss 11.84	Acc@1 32.8	Acc@5 54.7
Epoch: [2][71/704]	Time 0.123	Data 0.003	Loss 12.12	Acc@1 23.4	Acc@5 54.7
Epoch: [2][81/704]	Time 0.123	Data 0.002	Loss 12.33	Acc@1 25.0	Acc@5 48.4
Epoch: [2][91/704]	Time 0.122	Data 0.002	Loss 12.57	Acc@1 25.0	Acc@5 50.0
Epoch: [2][101/704]	Time 0.122	Data 0.002	Loss 13.70	Acc@1 18.8	Acc@5 42.2
Epoch: [2][111/704]	Time 0.122	Data 0.002	Loss 11.09	Acc@1 21.9	Acc@5 70.3
Epoch: [2][121/704]	Time 0.122	Data 0.002	Loss 13.40	Acc@1 18.8	Acc@5 45.3
Epoch: [2][131/704]	Time 0.122	Data 0.002	Loss 10.56	Acc@1 29.7	Acc@5 67.2
Epoch: [2][141/704]	Time 0.122	Data 0.002	Loss 10.83	Acc@1 28.1	Acc@5 64.1
Epoch: [2][151/704]	Time 0.121	Data 0.001	Loss 11.79	Acc@1 28.1	Acc@5 62.5
Epoch: [2][161/704]	Time 0.121	Data 0.001	Loss 13.08	Acc@1 25.0	Acc@5 53.1
Epoch: [2][171/704]	Time 0.121	Data 0.001	Loss 11.78	Acc@1 29.7	Acc@5 53.1
Epoch: [2][181/704]	Time 0.121	Data 0.001	Loss 11.83	Acc@1 23.4	Acc@5 59.4
Epoch: [2][191/704]	Time 0.121	Data 0.001	Loss 11.26	Acc@1 29.7	Acc@5 54.7
Epoch: [2][201/704]	Time 0.121	Data 0.001	Loss 11.49	Acc@1 31.2	Acc@5 57.8
Epoch: [2][211/704]	Time 0.121	Data 0.001	Loss 10.48	Acc@1 37.5	Acc@5 71.9
Epoch: [2][221/704]	Time 0.121	Data 0.001	Loss 12.88	Acc@1 25.0	Acc@5 51.6
Epoch: [2][231/704]	Time 0.121	Data 0.001	Loss 12.28	Acc@1 18.8	Acc@5 46.9
Epoch: [2][241/704]	Time 0.121	Data 0.001	Loss 11.59	Acc@1 29.7	Acc@5 60.9
Epoch: [2][251/704]	Time 0.121	Data 0.001	Loss 10.69	Acc@1 34.4	Acc@5 62.5
